DT, X, Y, Z
118.83,326.798004,11.681048,49.873817
118.847,327.000153,11.684975,49.89864
118.863,327.213867,11.689045,49.927193
118.88,327.414032,11.692792,49.955681
118.896,327.625885,11.696072,49.987419
118.913,327.824158,11.699093,50.019135
118.93,328.034363,11.701748,50.054413
118.946,328.243256,11.704931,50.091904
118.963,328.439209,11.707055,50.12841
118.979,328.646606,11.708742,50.16888
118.996,328.84079,11.710203,50.208851
119.013,329.046326,11.712103,50.252724
119.029,329.251129,11.71365,50.297798
119.046,329.443329,11.714371,50.341309
119.062,329.646545,11.715363,50.388992
119.079,329.836853,11.716073,50.435085
119.095,330.038391,11.716246,50.485424
119.112,330.227234,11.716207,50.534161
119.129,330.427124,11.71663,50.587402
119.145,330.62619,11.716781,50.641869
119.162,330.812561,11.716477,50.693913
119.178,331.01001,11.716008,50.749989
119.195,331.195129,11.715564,50.803638
119.212,331.391052,11.714952,50.861664
119.228,331.586395,11.713725,50.920624
119.245,331.769531,11.712458,50.976688
119.261,331.96344,11.710966,51.037117
119.278,332.145508,11.709658,51.094784
119.294,332.337677,11.707974,51.157127
119.311,332.518036,11.706452,51.216682
119.328,332.708832,11.704874,51.28072
119.344,332.898773,11.702909,51.345478
119.361,333.076843,11.701337,51.407154
119.377,333.265625,11.699199,51.473194
119.394,333.442535,11.697577,51.535934
119.41,333.629761,11.695538,51.603558
119.427,333.805237,11.693546,51.667828
119.444,333.991211,11.691447,51.736668
119.46,334.176483,11.68915,51.80584
119.477,334.350311,11.687201,51.871529
119.493,334.534515,11.685246,51.94149
119.51,334.707367,11.682739,52.00758
119.527,334.890137,11.680266,52.078396
119.543,335.072601,11.678253,52.150032
119.56,335.243805,11.675994,52.217171
119.576,335.425201,11.67389,52.288628
119.593,335.595673,11.671531,52.356392
119.609,335.776001,11.668337,52.428406
119.626,335.945587,11.665549,52.496204
119.643,336.125214,11.663381,52.568321
119.659,336.304413,11.660699,52.640858
119.676,336.472565,11.658103,52.709202
119.692,336.650909,11.655203,52.781467
119.709,336.81839,11.652639,52.849564
119.726,336.99585,11.64978,52.922104
119.742,337.172943,11.646895,52.994442
119.759,337.339508,11.644775,53.062553
119.775,337.515564,11.64262,53.135307
119.792,337.681183,11.640199,53.203476
119.808,337.856873,11.637842,53.27549
119.825,338.021606,11.635698,53.343513
119.842,338.196289,11.633041,53.415844
119.858,338.370728,11.630543,53.488045
119.875,338.534302,11.62846,53.555977
119.892,338.707672,11.62641,53.628452
119.908,338.88089,11.624094,53.700356
119.924,339.043396,11.622619,53.767712
119.941,339.205566,11.620744,53.835739
119.958,339.377136,11.619035,53.908035
119.974,339.548492,11.61759,53.980083
119.991,339.70932,11.615853,54.048149
120.007,339.8797,11.613594,54.120453
120.024,340.039734,11.611881,54.188431
120.041,340.209229,11.610413,54.261089
120.057,340.377838,11.608696,54.334293
120.074,340.536224,11.607011,54.403271
120.09,340.703979,11.605427,54.476795
120.107,340.861023,11.604131,54.546612
120.123,341.02713,11.602898,54.621086
120.14,341.183289,11.601196,54.69138
120.157,341.348236,11.59944,54.766766
120.173,341.512207,11.598009,54.84296
120.19,341.665863,11.596662,54.915138
120.206,341.828278,11.595745,54.992489
120.223,341.980377,11.594192,55.06583
120.239,342.141052,11.59271,55.14439
120.256,342.29129,11.591911,55.219059
120.273,342.450348,11.590527,55.299122
120.289,342.607666,11.589494,55.380379
120.306,342.755249,11.588352,55.457489
120.322,342.91095,11.586453,55.540203
120.339,343.055878,11.585385,55.619438
120.356,343.209229,11.583901,55.704147
120.372,343.361572,11.581942,55.789707
120.389,343.503021,11.580693,55.871632
120.405,343.652771,11.579002,55.959454
120.422,343.792206,11.577316,56.043236
120.438,343.938721,11.575722,56.133404
120.455,344.075867,11.573792,56.218838
120.472,344.219788,11.571886,56.311069
120.488,344.362061,11.570149,56.404488
120.505,344.494385,11.568953,56.493465
120.522,344.633759,11.566981,56.588921
120.538,344.771698,11.564344,56.685101
120.554,344.89917,11.563017,56.777374
120.571,345.026733,11.559446,56.86964
120.588,345.15979,11.555421,56.969009
120.604,345.291046,11.551478,57.069672
120.621,345.413513,11.546857,57.165485
120.637,345.541992,11.541866,57.268131
120.654,345.661316,11.537341,57.365639
120.671,345.786713,11.531956,57.470543
120.687,345.909943,11.5269,57.576962
120.704,346.023926,11.522239,57.678211
120.72,346.143951,11.516515,57.786724
120.737,346.253937,11.511928,57.890144
120.754,346.370911,11.505127,58.000504
120.77,346.485992,11.497212,58.111721
120.787,346.592834,11.489928,58.217754
120.803,346.70575,11.481921,58.331539
120.82,346.81015,11.474804,58.440048
120.836,346.920654,11.466728,58.556633
120.853,347.023712,11.458902,58.66753
120.87,347.132599,11.450562,58.786804
120.886,347.240479,11.442089,58.90752
120.903,347.3414,11.43403,59.022629
120.919,347.447632,11.425541,59.146751
120.936,347.546509,11.417957,59.265198
120.952,347.650574,11.410385,59.392826
120.969,347.747437,11.403612,59.51469
120.986,347.849518,11.396612,59.645966
121.002,347.950867,11.388579,59.778419
121.019,348.045715,11.380572,59.904766
121.035,348.145905,11.371838,60.04063
121.052,348.239349,11.363449,60.17001
121.068,348.338135,11.354568,60.309093
121.085,348.430725,11.346356,60.441395
121.102,348.528564,11.337939,60.583469
121.118,348.625916,11.329934,60.727158
121.135,348.716644,11.322878,60.863914
121.151,348.812439,11.315591,61.010715
121.168,348.902161,11.309018,61.150444
121.185,348.996796,11.302194,61.300529
121.201,349.090912,11.295425,61.452217
121.218,349.178894,11.28901,61.596474
121.234,349.271851,11.282247,61.751385
121.251,349.358917,11.275657,61.898624
121.267,349.451141,11.268332,62.056496
121.284,349.537476,11.261097,62.206341
121.301,349.628754,11.25295,62.366844
121.317,349.719208,11.244452,62.528618
121.334,349.803741,11.236053,62.681885
121.35,349.892822,11.226704,62.845589
121.367,349.976593,11.217714,63.000336
121.383,350.064758,11.207992,63.165325
121.4,350.147034,11.198737,63.321144
121.417,350.233856,11.188821,63.487198
121.433,350.319641,11.17902,63.653698
121.45,350.399445,11.170046,63.810673
121.466,350.483673,11.160711,63.977665
121.483,350.562256,11.152192,64.135017
121.5,350.644897,11.14357,64.302238
121.516,350.726654,11.135321,64.469543
121.533,350.802856,11.127852,64.627014
121.549,350.883148,11.120204,64.794189
121.566,350.95813,11.113325,64.951477
121.582,351.037231,11.10624,65.118439
121.599,351.110657,11.099739,65.275528
121.616,351.187927,11.093039,65.442375
121.632,351.264282,11.086358,65.60907
121.649,351.335815,11.080284,65.765648
121.665,351.411377,11.074028,65.93177
121.682,351.482025,11.068217,66.08786
121.699,351.55661,11.062157,66.253448
121.715,351.630402,11.056266,66.418823
121.732,351.69928,11.050819,66.574226
121.748,351.771973,11.045169,66.739059
121.765,351.839844,11.039993,66.893898
121.781,351.911407,11.034546,67.058174
121.798,351.978363,11.029488,67.212555
121.815,352.04895,11.024365,67.376137
121.831,352.119263,11.019431,67.539436
121.848,352.184784,11.014881,67.692932
121.864,352.253845,11.010084,67.855621
121.881,352.31839,11.005648,68.008484
121.897,352.386383,11.00104,68.170631
121.914,352.450012,10.996867,68.322975
121.931,352.517212,10.992532,68.484482
121.947,352.583618,10.988317,68.645622
121.964,352.646088,10.984466,68.796982
121.98,352.711548,10.980405,68.957542
121.997,352.773071,10.976747,69.10833
122.014,352.837494,10.973058,69.268166
122.03,352.901794,10.969356,69.427719
122.047,352.961792,10.966046,69.577469
122.063,353.025146,10.962683,69.736282
122.08,353.084015,10.959587,69.885529
122.096,353.146027,10.95641,70.04377
122.113,353.203918,10.953502,70.192436
122.13,353.264954,10.950537,70.350006
122.146,353.325256,10.947699,70.507217
122.163,353.381561,10.945107,70.654884
122.179,353.44046,10.942552,70.811531
122.196,353.495819,10.940481,70.958542
122.213,353.55426,10.938423,71.114258
122.229,353.612335,10.936537,71.2696
122.246,353.666199,10.934775,71.41552
122.262,353.722717,10.932999,71.570297
122.279,353.775513,10.931433,71.715645
122.295,353.831238,10.929865,71.869667
122.312,353.882874,10.928499,72.014366
122.329,353.937103,10.927129,72.167831
122.345,353.990906,10.925891,72.321045
122.362,354.040985,10.924779,72.465256
122.378,354.094116,10.923659,72.618538
122.395,354.143677,10.922735,72.762932
122.411,354.195892,10.92187,72.91671
122.428,354.244934,10.921101,73.061844
122.445,354.296753,10.920415,73.216537
122.461,354.348236,10.919923,73.371849
122.478,354.396637,10.919647,73.518639
122.494,354.447845,10.919408,73.675323
122.511,354.495667,10.919378,73.823463
122.527,354.5466,10.9196,73.981682
122.544,354.594147,10.919904,74.131378
122.561,354.644623,10.920361,74.291306
122.577,354.694855,10.920963,74.452148
122.594,354.741974,10.921611,74.60437
122.61,354.791779,10.922352,74.76709
122.627,354.838654,10.92316,74.921196
122.644,354.888184,10.924161,75.085892
122.66,354.937653,10.925189,75.251686
122.677,354.983978,10.926187,75.408684
122.693,355.032959,10.927325,75.576561
122.71,355.079041,10.928364,75.735497
122.726,355.127686,10.929428,75.905525
122.743,355.173431,10.930449,76.066551
122.76,355.221802,10.931614,76.238708
122.776,355.269958,10.932923,76.41201
122.793,355.315063,10.934333,76.57618
122.809,355.362854,10.935841,76.75174
122.826,355.407562,10.93731,76.917953
122.843,355.455292,10.939,77.095718
122.859,355.502197,10.940963,77.27462
122.876,355.546509,10.943014,77.444168
122.892,355.593079,10.945324,77.625374
122.909,355.636749,10.947663,77.796928
122.925,355.683014,10.950418,77.980469
122.942,355.726074,10.953245,78.154213
122.959,355.77182,10.956446,78.339973
122.975,355.817047,10.959802,78.526848
122.992,355.859711,10.963132,78.703903
123.008,355.904297,10.966855,78.893105
123.025,355.94635,10.970484,79.072266
123.042,355.99057,10.974533,79.263756
123.058,356.034637,10.978707,79.456429
123.075,356.075775,10.982751,79.638779
123.091,356.11911,10.987254,79.833733
123.108,356.15976,10.991513,80.01828
123.124,356.202667,10.996131,80.215469
123.141,356.242737,11.000699,80.402184
123.158,356.284912,11.005677,80.601639
123.174,356.326965,11.0108,80.802307
123.192,356.366119,11.015643,80.992203
123.207,356.409943,11.021132,81.2071
123.224,356.446106,11.025934,81.387146
123.24,356.486786,11.031627,81.592316
123.257,356.524902,11.037027,81.786453
123.274,356.564911,11.042968,81.993881
123.29,356.604584,11.049135,82.202461
123.307,356.641785,11.055012,82.399765
123.324,356.680878,11.061483,82.61058
123.34,356.719635,11.068202,82.822517
123.357,356.755829,11.074614,83.023056
123.373,356.793762,11.081649,83.237244
123.39,356.829193,11.088426,83.439842
123.407,356.866577,11.09589,83.656288
123.423,356.903473,11.103519,83.87384
123.44,356.937988,11.110889,84.079659
123.456,356.97403,11.118815,84.299416
123.473,357.007904,11.12644,84.507332
123.489,357.043396,11.134722,84.729279
123.506,357.076508,11.142717,84.93924
123.522,357.111237,11.1514,85.16346
123.539,357.143555,11.159797,85.37545
123.556,357.177429,11.168985,85.601837
123.572,357.210999,11.178411,85.829323
123.589,357.242249,11.187533,86.044411
123.605,357.27478,11.197524,86.27404
123.622,357.305328,11.207129,86.491219
123.639,357.33728,11.217567,86.723007
123.659,357.368683,11.228362,86.955917
123.672,357.405151,11.241258,87.231331
123.688,357.428558,11.249916,87.411148
123.705,357.456879,11.2609,87.633369
123.721,357.486542,11.27276,87.870544
123.738,357.514282,11.284158,88.094765
123.755,357.543182,11.296618,88.334076
123.771,357.571838,11.309234,88.574471
123.788,357.598145,11.321247,88.801697
123.804,357.625763,11.334387,89.04422
123.821,357.65152,11.347002,89.273514
123.837,357.678314,11.360569,89.518135
123.854,357.703186,11.373526,89.749367
123.871,357.72937,11.387498,89.996132
123.887,357.755127,11.401639,90.243942
123.904,357.779022,11.41519,90.478256
123.92,357.803833,11.429818,90.728233
123.937,357.826721,11.443705,90.96447
123.953,357.8508,11.458643,91.216263
123.97,357.873077,11.472885,91.454033
123.987,357.896332,11.488198,91.707359
124.003,357.918945,11.503737,91.961205
124.02,357.93985,11.518622,92.200447
124.036,357.961578,11.534593,92.455002
124.053,357.981567,11.54982,92.694733
124.069,358.002289,11.566297,92.949486
124.086,358.021454,11.581998,93.189194
124.103,358.041168,11.599004,93.443802
124.119,358.060303,11.616176,93.698257
124.136,358.07785,11.632556,93.937454
124.152,358.095917,11.650205,94.191368
124.169,358.112549,11.667012,94.429962
124.186,358.129761,11.685047,94.68309
124.202,358.146301,11.703294,94.935631
124.219,358.161285,11.720717,95.172943
124.235,358.176941,11.739466,95.424446
124.252,358.191071,11.757311,95.660622
124.268,358.205597,11.776502,95.910957
124.285,358.218872,11.794742,96.145973
124.302,358.232391,11.814371,96.394989
124.318,358.245331,11.834226,96.643311
124.335,358.257294,11.853095,96.876419
124.351,358.269318,11.87326,97.123367
124.368,358.280182,11.892396,97.355164
124.385,358.291138,11.91283,97.600739
124.401,358.301208,11.933331,97.84552
124.418,358.310486,11.952683,98.075356
124.434,358.319794,11.973379,98.318771
124.451,358.328125,11.992873,98.547211
124.467,358.336151,12.013634,98.789207
124.484,358.343262,12.033137,99.016319
124.501,358.350281,12.053785,99.256958
124.517,358.356384,12.07446,99.496857
124.534,358.361877,12.093807,99.721962
124.55,358.366821,12.114122,99.960495
124.567,358.370941,12.133204,100.184395
124.583,358.374481,12.153414,100.421539
124.6,358.376526,12.173742,100.643379
124.617,358.377411,12.198317,100.877434
124.633,358.377716,12.221733,101.111313
124.65,358.377136,12.241599,101.330307
124.666,358.375916,12.261761,101.562233
124.683,358.373932,12.280562,101.780045
124.7,358.370728,12.300672,102.010704
124.716,358.365936,12.320946,102.240662
124.733,358.360687,12.339848,102.456444
124.749,358.354126,12.359728,102.685135
124.766,358.34668,12.378088,102.899643
124.782,358.338409,12.397067,103.126854
124.799,358.328918,12.417489,103.339043
124.816,358.316833,12.439999,103.563736
124.832,358.304626,12.460742,103.787766
124.849,358.292633,12.478721,103.997757
124.865,358.278168,12.496478,104.220284
124.882,358.263,12.512137,104.429169
124.898,358.245636,12.527221,104.650688
124.915,358.227783,12.541226,104.85833
124.932,358.207642,12.556187,105.078262
124.948,358.185486,12.571859,105.296936
124.965,358.163147,12.58648,105.501823
124.982,358.13797,12.60146,105.718483
124.998,358.109436,12.618455,105.932716
125.015,358.081055,12.633315,106.134193
125.031,358.049377,12.649197,106.346664
125.048,358.018555,12.663675,106.545349
125.064,357.985291,12.677419,106.756081
125.081,357.952423,12.689525,106.953072
125.097,357.914734,12.702572,107.160728
125.114,357.877655,12.714664,107.355583
125.131,357.83609,12.727355,107.561096
125.147,357.792938,12.739784,107.765533
125.164,357.750854,12.751118,107.956741
125.181,357.704987,12.762485,108.158897
125.197,357.656952,12.773151,108.359589
125.214,357.609741,12.783323,108.547142
125.23,357.557404,12.794842,108.744888
125.247,357.506195,12.805375,108.929382
125.263,357.450714,12.815192,109.124046
125.28,357.397461,12.82438,109.305786
125.296,357.339966,12.832644,109.498459
125.313,357.284454,12.839661,109.678352
125.33,357.222961,12.847717,109.866959
125.346,357.160156,12.854723,110.054718
125.363,357.098877,12.86147,110.229347
125.381,357.032562,12.868406,110.413383
125.396,356.960785,12.874756,110.606285
125.413,356.89978,12.880148,110.76532
125.429,356.828613,12.886028,110.944244
125.446,356.75882,12.892467,111.10939
125.462,356.684296,12.897967,111.284119
125.479,356.61322,12.90212,111.447029
125.495,356.536621,12.906492,111.618042
125.513,356.463074,12.909901,111.777565
125.529,356.377991,12.914529,111.953934
125.545,356.300812,12.91843,112.108444
125.562,356.222504,12.921441,112.261734
125.578,356.139343,12.924328,112.422661
125.595,356.059937,12.926673,112.572296
125.612,355.974152,12.928816,112.729591
125.628,355.886292,12.930857,112.884018
125.645,355.802368,12.932167,113.027618
125.661,355.712341,12.9338,113.177559
125.678,355.626709,12.934835,113.317627
125.694,355.535095,12.936297,113.463455
125.711,355.447418,12.936029,113.600258
125.727,355.353394,12.936104,113.741928
125.744,355.263824,12.935936,113.873772
125.761,355.167236,12.936037,114.011246
125.777,355.069458,12.935729,114.146553
125.794,354.976288,12.93527,114.271973
125.81,354.876495,12.93446,114.402939
125.827,354.781982,12.93252,114.525124
125.844,354.680634,12.930876,114.652092
125.86,354.578094,12.928126,114.777786
125.877,354.480164,12.926465,114.89299
125.893,354.375153,12.924243,115.013832
125.91,354.275421,12.921853,115.125435
125.926,354.168549,12.919616,115.241714
125.943,354.066772,12.916717,115.349586
125.96,353.958679,12.913484,115.462143
125.976,353.849213,12.91005,115.572517
125.993,353.745483,12.906465,115.674835
126.009,353.634308,12.902843,115.781128
126.026,353.528564,12.898879,115.879547
126.043,353.415924,12.894249,115.982185
126.059,353.301971,12.889533,116.082581
126.076,353.194458,12.884523,116.175972
126.092,353.07901,12.88036,116.272087
126.109,352.970215,12.874871,116.362244
126.125,352.853638,12.869738,116.454895
126.142,352.743225,12.864001,116.54126
126.159,352.625244,12.859002,116.630058
126.175,352.506683,12.853412,116.717606
126.192,352.394318,12.847915,116.798088
126.208,352.27475,12.84238,116.88176
126.225,352.161285,12.836528,116.959
126.241,352.040619,12.830826,117.0392
126.258,351.92627,12.824465,117.113312
126.275,351.804779,12.818602,117.189949
126.291,351.682373,12.812197,117.265091
126.308,351.566803,12.806878,117.334145
126.324,351.443817,12.80099,117.405937
126.341,351.327362,12.79528,117.472
126.358,351.203613,12.788774,117.540703
126.374,351.079529,12.782146,117.608147
126.391,350.962311,12.775716,117.670166
126.407,350.837372,12.768923,117.734947
126.424,350.719604,12.76216,117.794502
126.44,350.59436,12.755024,117.856461
126.457,350.475922,12.748716,117.913918
126.474,350.350525,12.742199,117.974327
126.49,350.224884,12.735894,118.033798
126.507,350.106781,12.72959,118.089127
126.523,349.980865,12.723108,118.146431
126.54,349.862427,12.716814,118.199623
126.556,349.736359,12.710952,118.25499
126.573,349.61795,12.704965,118.307053
126.59,349.492401,12.698875,118.361649
126.606,349.367004,12.692263,118.416214
126.623,349.249054,12.686658,118.466705
126.639,349.124023,12.680449,118.5205
126.656,349.006104,12.675107,118.569901
126.673,348.881134,12.669372,118.622154
126.689,348.756317,12.664441,118.673706
126.706,348.639343,12.659184,118.722336
126.722,348.514862,12.654114,118.773659
126.739,348.398346,12.648533,118.821762
126.755,348.274414,12.641452,118.872566
126.772,348.158417,12.634344,118.920418
126.789,348.035004,12.626837,118.97052
126.805,347.911591,12.619808,119.020538
126.822,347.795898,12.61365,119.067352
126.838,347.672974,12.60884,119.116013
126.855,347.557281,12.605623,119.160484
126.872,347.435028,12.601805,119.208214
126.888,347.313354,12.597253,119.256294
126.905,347.199371,12.592481,119.301437
126.921,347.078278,12.587845,119.348518
126.938,346.964478,12.583179,119.392738
126.954,346.843628,12.577471,119.438896
126.971,346.730072,12.57166,119.482719
126.988,346.60968,12.565515,119.528725
127.004,346.489685,12.561273,119.574059
127.021,346.376617,12.557146,119.616425
127.037,346.256989,12.553595,119.660965
127.054,346.144531,12.549755,119.702568
127.07,346.025604,12.546544,119.746048
127.087,345.914215,12.543492,119.787445
127.104,345.795746,12.5392,119.830765
127.12,345.677979,12.535329,119.873787
127.137,345.567291,12.53102,119.913795
127.153,345.450012,12.527621,119.955948
127.17,345.340057,12.525656,119.99485
127.187,345.224121,12.525981,120.035355
127.203,345.108276,12.526093,120.075943
127.22,344.999603,12.525097,120.113762
127.236,344.884766,12.523695,120.153824
127.253,344.777008,12.522338,120.191925
127.269,344.662781,12.520814,120.232346
127.286,344.555603,12.519475,120.27037
127.303,344.442108,12.517998,120.310722
127.319,344.328888,12.515325,120.350655
127.336,344.222717,12.5129,120.388222
127.352,344.110626,12.50905,120.427681
127.369,344.007813,12.506428,120.4636
127.386,343.900146,12.50447,120.500618
127.402,343.794495,12.502422,120.536415
127.419,343.697937,12.500173,120.569519
127.435,343.598236,12.497808,120.60376
127.452,343.506866,12.495713,120.634567
127.468,343.412506,12.494115,120.665756
127.485,343.326477,12.493027,120.693718
127.502,343.238098,12.492241,120.722473
127.518,343.152618,12.491914,120.750244
127.535,343.075195,12.491855,120.775314
127.551,342.995453,12.492071,120.800735
127.568,342.923004,12.492343,120.823524
127.584,342.848877,12.492626,120.846466
127.601,342.78186,12.493034,120.867012
127.618,342.713226,12.493634,120.887718
127.634,342.646606,12.49375,120.90757
127.651,342.586456,12.49351,120.925354
127.667,342.52475,12.493192,120.943283
127.684,342.468994,12.493071,120.959496
127.701,342.412079,12.493092,120.975922
127.717,342.357513,12.493161,120.991287
127.734,342.308289,12.493235,121.00499
127.75,342.258392,12.493366,121.018524
127.767,342.213501,12.493639,121.030502
127.783,342.168243,12.493934,121.042503
127.8,342.127625,12.494175,121.05307
127.817,342.086639,12.49442,121.063454
127.833,342.047791,12.494584,121.073006
127.85,342.013245,12.49468,121.081238
127.866,341.978546,12.494771,121.089233
127.883,341.947662,12.494823,121.09613
127.899,341.916901,12.494862,121.102798
127.917,341.889435,12.494866,121.108429
127.937,341.860809,12.494854,121.114021
127.949,341.830841,12.494753,121.119385
127.967,341.81427,12.49465,121.122284
127.982,341.790619,12.494466,121.125999
127.999,341.772461,12.494258,121.128616
128.016,341.753357,12.493981,121.13105
128.032,341.735565,12.493653,121.13295
128.049,341.720123,12.493325,121.134453
128.065,341.7052,12.492915,121.135551
128.082,341.692261,12.4925,121.136238
128.098,341.679749,12.492047,121.136642
128.115,341.669037,12.491606,121.136719
128.132,341.658691,12.491115,121.136612
128.148,341.649384,12.490573,121.136162
128.165,341.641266,12.490071,121.135712
128.181,341.633667,12.489575,121.135117
128.198,341.627319,12.489204,121.134354
128.215,341.62088,12.488864,121.1334
128.231,341.615326,12.488579,121.132439
128.248,341.610565,12.488295,121.131485
128.264,341.606049,12.488019,121.130417
128.281,341.60199,12.487768,121.12944
128.297,341.598145,12.487524,121.128403
128.314,341.594849,12.487287,121.127365
128.331,341.591339,12.487052,121.12632
128.347,341.588257,12.486785,121.125359
128.364,341.585327,12.486527,121.124481
128.38,341.582367,12.486232,121.123596
128.397,341.579895,12.485984,121.122864
128.413,341.577057,12.485763,121.1222
128.43,341.574768,12.485564,121.121628
128.447,341.572296,12.485387,121.121132
128.463,341.569,12.485211,121.120842
128.48,341.566467,12.485028,121.120575
128.496,341.563965,12.484844,121.120491
128.513,341.56131,12.48468,121.120377
128.529,341.558838,12.484561,121.120354
128.546,341.556458,12.484459,121.120255
128.563,341.55426,12.484319,121.120277
128.579,341.552063,12.484138,121.120293
128.596,341.549957,12.483965,121.12027
128.612,341.548096,12.483745,121.120239
128.629,341.546326,12.483539,121.120224
128.646,341.544586,12.483309,121.120216
128.662,341.542786,12.483083,121.12011
128.679,341.541412,12.482863,121.119987
128.695,341.539764,12.482628,121.119896
128.712,341.538361,12.482395,121.119904
128.728,341.536804,12.482149,121.119728
128.745,341.535522,12.481935,121.119576
128.762,341.534058,12.481725,121.119415
128.778,341.532837,12.48155,121.119278
128.795,341.531616,12.481399,121.119087
128.811,341.530273,12.481255,121.118828
128.828,341.529205,12.481109,121.118614
128.845,341.528198,12.480947,121.118317
128.861,341.527191,12.4808,121.11805
128.878,341.526245,12.480683,121.117752
128.894,341.52533,12.48057,121.117485
128.911,341.524536,12.480476,121.117111
128.927,341.523621,12.480385,121.116776
128.944,341.522888,12.480296,121.116447
128.961,341.522095,12.480208,121.116074
128.977,341.521301,12.480125,121.115692
128.994,341.52066,12.480048,121.115326
129.01,341.519958,12.479969,121.114899
129.027,341.519501,12.479903,121.114601
129.044,341.518707,12.479794,121.114204
129.06,341.517242,12.479479,121.11396
129.077,341.515442,12.479026,121.113876
129.093,341.513214,12.478526,121.113777
129.11,341.51123,12.478156,121.113716
129.126,341.508759,12.47776,121.11367
129.143,341.506195,12.477446,121.113708
129.16,341.503662,12.477162,121.113609
129.176,341.501282,12.4769,121.113457
129.193,341.499084,12.476654,121.113396
129.209,341.49649,12.476313,121.113373
129.226,341.494141,12.475964,121.113258
129.242,341.491974,12.475607,121.113083
129.259,341.489655,12.475276,121.112961
129.276,341.48764,12.474916,121.112762
129.292,341.485168,12.474536,121.112648
129.309,341.482971,12.474192,121.112511
129.325,341.480988,12.473902,121.112274
129.342,341.479126,12.473661,121.112015
129.359,341.477051,12.473439,121.111824
129.375,341.474792,12.473352,121.111633
129.392,341.472748,12.473442,121.111488
129.408,341.470795,12.473563,121.111336
129.425,341.46875,12.47369,121.111229
129.441,341.466675,12.473804,121.111115
129.458,341.464844,12.473911,121.110962
129.475,341.462372,12.473926,121.111008
129.491,341.460236,12.47395,121.110916
129.508,341.458191,12.474011,121.110886
129.524,341.455902,12.474026,121.110809
129.541,341.453979,12.474014,121.110794
129.558,341.451355,12.473882,121.110748
129.574,341.449066,12.473733,121.110641
129.591,341.447021,12.473624,121.110565
129.607,341.444763,12.473475,121.110512
129.624,341.442322,12.47328,121.110405
129.641,356.334137,13.203159,135.657425
129.657,356.329346,13.202538,135.6577
129.674,356.324921,13.202064,135.657928
129.69,356.320313,13.201638,135.658295
129.707,356.31604,13.201254,135.658569
129.724,356.311646,13.200981,135.659042
129.74,356.307281,13.200838,135.659515
129.757,356.303223,13.200774,135.660141
129.774,356.298889,13.200788,135.660782
129.79,356.294739,13.20085,135.661346
129.807,356.290924,13.200843,135.661957
129.823,356.286835,13.200784,135.662491
129.84,356.283112,13.200692,135.66304
129.856,356.278961,13.200543,135.663605
129.873,356.27536,13.200354,135.664185
129.89,356.271393,13.200109,135.664764
129.906,356.26767,13.199819,135.665253
129.923,356.26413,13.199504,135.665741
129.939,356.260559,13.199117,135.666306
129.956,356.257202,13.198725,135.666718
129.972,356.253845,13.198271,135.667206
129.989,356.250793,13.197822,135.667725
130.006,356.247681,13.197314,135.668182
130.022,356.24472,13.196804,135.66864
130.039,356.242126,13.196434,135.669098
130.055,356.239319,13.196127,135.669571
130.072,356.236633,13.195868,135.669891
130.088,356.2341,13.195605,135.670395
130.105,356.231506,13.195343,135.670776
130.122,356.229187,13.195093,135.671204
130.138,356.226776,13.194895,135.671524
130.155,356.224487,13.194715,135.671936
130.171,356.22229,13.194537,135.672348
130.188,356.220245,13.19436,135.672791
130.205,356.217987,13.194145,135.673233
130.221,356.215942,13.193926,135.673691
130.238,356.213898,13.193694,135.674072
130.254,356.212036,13.193441,135.674545
130.271,356.210236,13.193179,135.674896
130.287,356.208313,13.192895,135.675323
130.304,356.206665,13.192654,135.675674
130.321,356.205139,13.192397,135.676102
130.337,356.203339,13.192174,135.676483
130.354,356.201782,13.191969,135.67691
130.37,356.200439,13.191765,135.677292
130.387,356.198944,13.19159,135.677628
130.403,356.197723,13.191407,135.677994
130.42,356.196442,13.191243,135.678268
130.437,356.195282,13.191073,135.678665
130.453,356.194122,13.190927,135.678955
130.47,356.193115,13.190799,135.67926
130.486,356.1922,13.190679,135.67955
130.503,356.191315,13.190572,135.679733
130.52,356.190399,13.190478,135.680054
130.536,356.189484,13.190393,135.680298
130.553,356.188812,13.190321,135.680511
130.569,356.188293,13.190257,135.680786
130.586,356.187683,13.190189,135.680969
130.602,356.18692,13.190139,135.681122
130.619,356.186554,13.19009,135.68132
130.636,356.186005,13.19005,135.681473
130.652,356.185516,13.190012,135.681656
130.669,356.185242,13.189979,135.681854
130.685,356.184814,13.189952,135.682037
130.702,356.18454,13.189928,135.682175
130.718,356.184296,13.18991,135.682358
130.735,356.184143,13.189889,135.682526
130.752,356.18396,13.189881,135.682648
130.768,356.183746,13.189876,135.682816
130.786,356.183716,13.189875,135.683029
130.801,356.183563,13.189886,135.683273
130.818,356.18338,13.189885,135.683441
130.835,356.183319,13.189899,135.683624
130.851,356.183228,13.189912,135.683777
130.868,356.183197,13.189928,135.68399
130.884,356.183197,13.189946,135.684189
130.901,356.183258,13.18996,135.684418
130.918,356.183258,13.189969,135.684601
130.934,356.18338,13.189979,135.684738
130.951,356.18338,13.189996,135.684906
130.967,356.183411,13.190016,135.68512
130.984,356.18338,13.19003,135.685318
131.001,356.183411,13.19005,135.685501
131.017,356.183441,13.190063,135.685699
