DT, X, Y, Z
0.017,356.029114,13.182961,135.70137
0.033,356.027924,13.182779,135.701675
0.05,356.026794,13.182624,135.701981
0.067,356.025513,13.18247,135.702316
0.083,356.024445,13.182314,135.702698
0.1,356.023499,13.182167,135.702942
0.116,356.022308,13.182023,135.703339
0.133,356.021393,13.181885,135.703552
0.15,356.020447,13.181745,135.703918
0.166,356.019379,13.181608,135.704239
0.183,356.018646,13.181478,135.704514
0.199,356.017761,13.181358,135.704834
0.216,356.016968,13.181248,135.705048
0.232,356.016205,13.181129,135.705383
0.249,356.015442,13.18102,135.705658
0.266,356.014618,13.180916,135.705963
0.283,356.013916,13.180816,135.706223
0.299,356.013214,13.180724,135.706558
0.315,356.012634,13.180639,135.706772
0.332,356.012115,13.180562,135.707001
0.348,356.011505,13.180488,135.707321
0.365,356.010956,13.180417,135.707581
0.382,356.010468,13.180348,135.707916
0.398,356.01004,13.180294,135.70813
0.415,356.009583,13.180241,135.708405
0.431,356.009094,13.180197,135.708649
0.448,356.008698,13.180157,135.708878
0.465,356.00827,13.18012,135.709213
0.481,356.007965,13.180086,135.709412
0.498,356.007599,13.180057,135.709625
0.514,356.007294,13.180029,135.70993
0.531,356.006958,13.18001,135.710129
0.547,356.006622,13.179989,135.710403
0.564,356.006439,13.17997,135.710602
0.581,356.006226,13.179952,135.710831
0.597,356.005951,13.179935,135.711105
0.614,356.005676,13.179929,135.711304
0.63,356.005463,13.179927,135.711594
0.647,356.005249,13.179918,135.711807
0.663,356.005066,13.17991,135.712112
0.68,356.004974,13.179907,135.712296
0.697,356.004822,13.17991,135.712524
0.713,356.0047,13.179905,135.712738
0.73,356.004639,13.179903,135.712997
0.746,356.004486,13.179907,135.713196
0.763,356.004395,13.179902,135.71347
0.78,356.004272,13.17991,135.713638
0.796,356.00412,13.179912,135.713867
0.813,356.003967,13.179918,135.714096
0.829,356.003815,13.179919,135.714371
0.846,356.003693,13.17992,135.714523
0.862,356.003662,13.17993,135.714798
0.879,356.003479,13.179935,135.714996
0.896,356.003387,13.179949,135.715256
0.912,356.003296,13.179963,135.715485
0.929,356.003204,13.17998,135.715775
0.945,356.003143,13.179996,135.716019
0.962,356.003082,13.180003,135.716248
0.979,356.00293,13.180025,135.716476
0.995,356.002869,13.180043,135.716736
1.012,356.002777,13.180056,135.716965
1.028,356.002777,13.180072,135.717194
1.045,356.002655,13.180091,135.717407
1.061,356.002502,13.180107,135.717651
1.078,356.002441,13.180118,135.717865
1.095,356.00238,13.180137,135.718094
1.112,356.002319,13.180154,135.718353
1.128,356.002197,13.180171,135.718582
1.144,356.002045,13.180193,135.718765
1.161,356.001984,13.180209,135.718994
1.177,356.001923,13.180227,135.719284
1.194,356.001862,13.180244,135.719482
1.211,356.00174,13.180264,135.719788
1.227,356.001678,13.180274,135.720032
1.244,356.001648,13.180291,135.720245
1.26,356.001556,13.180316,135.720459
1.277,356.001465,13.180328,135.720703
1.294,356.001251,13.180345,135.720947
1.31,356.00119,13.18036,135.721207
1.327,356.001129,13.180375,135.721405
1.343,356.000977,13.180387,135.721634
1.36,356.000732,13.180391,135.721863
1.376,356.00058,13.180408,135.722092
1.393,356.000427,13.180413,135.72229
1.41,356.000275,13.18042,135.722519
1.426,356.000122,13.180425,135.722794
1.443,356,13.180428,135.722977
1.459,355.999878,13.180427,135.723206
1.476,355.999786,13.18043,135.72348
1.493,355.999725,13.180428,135.723724
1.509,355.999542,13.180422,135.723923
1.526,355.999359,13.180422,135.724152
1.542,355.999115,13.180417,135.724396
1.559,355.998779,13.180373,135.72467
1.575,355.997864,13.180131,135.724976
1.592,355.996582,13.179609,135.725327
1.609,355.994476,13.179063,135.725845
1.625,355.990997,13.178429,135.726501
1.642,355.987122,13.177612,135.727173
1.658,355.981628,13.176518,135.727982
1.675,355.975494,13.175559,135.72876
1.691,355.967712,13.174648,135.729874
1.708,355.95932,13.174093,135.730911
1.725,355.949158,13.173407,135.732208
1.741,355.937714,13.172491,135.733627
1.758,355.926086,13.1714,135.734879
1.774,355.912506,13.170224,135.736389
1.791,355.898499,13.169141,135.737869
1.807,355.88266,13.168097,135.739731
1.824,355.86673,13.167323,135.741562
1.841,355.848663,13.166195,135.743713
1.857,355.829437,13.164974,135.745956
1.874,355.810486,13.163814,135.748093
1.89,355.788971,13.162759,135.750641
1.907,355.768036,13.161404,135.753082
1.924,355.744904,13.159781,135.755814
1.94,355.720673,13.157972,135.758774
1.957,355.69693,13.156409,135.761627
1.973,355.670807,13.154602,135.76474
1.99,355.645264,13.152736,135.767883
2.006,355.61731,13.150854,135.771317
2.023,355.589996,13.149218,135.77478
2.04,355.560181,13.147317,135.778427
2.056,355.529358,13.145164,135.782303
2.073,355.499664,13.143469,135.786087
2.089,355.467163,13.141512,135.790268
2.106,355.435577,13.139644,135.794388
2.123,355.401428,13.137795,135.798935
2.139,355.36618,13.13594,135.803436
2.156,355.332245,13.133958,135.807938
2.172,355.295471,13.132071,135.812912
2.189,355.259888,13.130292,135.817703
2.205,355.221161,13.128316,135.823013
2.222,355.184113,13.126699,135.828201
2.239,355.143646,13.124893,135.833725
2.255,355.102448,13.122955,135.839447
2.272,355.062927,13.121349,135.845078
2.288,355.02005,13.119391,135.851212
2.305,354.978973,13.117761,135.857162
2.321,354.934235,13.115994,135.863663
2.338,354.89151,13.114196,135.869873
2.355,354.845093,13.112387,135.876724
2.371,354.798126,13.110373,135.883713
2.388,354.753174,13.108656,135.890503
2.404,354.703186,13.106921,135.898102
2.421,354.654297,13.105433,135.90564
2.438,354.601837,13.103583,135.913757
2.454,354.547821,13.101569,135.922134
2.471,354.49646,13.099513,135.930191
2.487,354.441986,13.097416,135.938889
2.504,354.390778,13.095732,135.947159
2.52,354.336792,13.094045,135.95607
2.537,354.286591,13.092529,135.96463
2.554,354.233765,13.090789,135.973618
2.57,354.181244,13.089111,135.982712
2.587,354.132507,13.087551,135.991379
2.603,354.081543,13.085958,136.00061
2.62,354.033844,13.084668,136.009308
2.637,353.983948,13.083374,136.01857
2.653,353.934723,13.082196,136.027924
2.67,353.888977,13.081153,136.036713
2.686,353.841125,13.08018,136.046097
2.703,353.796539,13.079551,136.054993
2.72,353.749847,13.079076,136.064255
2.736,353.703827,13.078721,136.073608
2.753,353.660797,13.078524,136.082504
2.769,353.61261,13.078649,136.092438
2.786,353.56662,13.079115,136.10199
2.802,353.516876,13.079604,136.112427
2.819,353.468201,13.080087,136.122589
2.836,353.41507,13.080802,136.133652
2.852,353.360474,13.081976,136.145035
2.869,353.307709,13.083302,136.156097
2.886,353.250183,13.084916,136.168106
2.902,353.191376,13.087096,136.180649
2.918,353.134613,13.0894,136.192612
2.935,353.076965,13.091817,136.204498
2.952,353.013916,13.094737,136.217377
2.968,352.949646,13.097721,136.23056
2.985,352.887848,13.100312,136.243347
3.001,352.821075,13.102895,136.257263
3.018,352.757263,13.105087,136.270401
3.034,352.687866,13.107093,136.284439
3.051,352.621582,13.1087,136.297852
3.068,352.550262,13.110291,136.312057
3.084,352.477692,13.111486,136.326431
3.101,352.408966,13.112268,136.339996
3.117,352.334747,13.113099,136.35434
3.134,352.264343,13.113544,136.367874
3.15,352.188934,13.113856,136.382263
3.167,352.117371,13.114433,136.395767
3.184,352.040924,13.115088,136.409775
3.2,351.963715,13.11587,136.423691
3.217,351.891113,13.116884,136.437225
3.233,351.813385,13.11794,136.451736
3.25,351.739807,13.119148,136.465134
3.267,351.661713,13.12077,136.479095
3.283,351.58316,13.122677,136.492828
3.3,351.509155,13.126572,136.505325
3.316,351.43042,13.131736,136.518326
3.333,351.35611,13.136505,136.530502
3.349,351.277039,13.14107,136.543579
3.366,351.202606,13.145077,136.556
3.383,351.123169,13.150455,136.568893
3.399,351.043671,13.155462,136.58168
3.416,350.969086,13.159198,136.593628
3.432,350.889557,13.163887,136.606155
3.449,350.814606,13.168522,136.617676
3.465,350.73526,13.172525,136.63002
3.482,350.660645,13.175203,136.641449
3.499,350.58136,13.177119,136.653366
3.515,350.502014,13.18,136.665451
3.532,350.427368,13.184069,136.676392
3.548,350.348206,13.187657,136.687653
3.565,350.273956,13.191404,136.697495
3.582,350.195526,13.196641,136.708618
3.598,350.117401,13.201578,136.719315
3.615,350.044098,13.205817,136.7285
3.631,349.966675,13.209215,136.738159
3.648,349.894104,13.213246,136.747192
3.664,349.817108,13.217313,136.756119
3.681,349.744965,13.220553,136.764099
3.698,349.668671,13.223686,136.772629
3.714,349.592499,13.227879,136.780472
3.731,349.521027,13.232072,136.787125
3.747,349.445404,13.23594,136.794342
3.764,349.374268,13.239506,136.801163
3.781,349.298798,13.244392,136.807526
3.797,349.223511,13.248442,136.81369
3.814,349.152954,13.252198,136.819183
3.83,349.077789,13.256797,136.824295
3.847,349.007446,13.261537,136.828629
3.864,348.932983,13.267075,136.833847
3.88,348.858856,13.27384,136.838791
3.897,348.788788,13.280354,136.842514
3.913,348.714172,13.286578,136.846436
3.93,348.643555,13.291842,136.850372
3.946,348.56781,13.296849,136.853989
3.963,348.496033,13.300131,136.857285
3.98,348.418793,13.303074,136.861221
3.996,348.340485,13.305632,136.864731
4.013,348.265991,13.307012,136.867264
4.029,348.186066,13.308456,136.870728
4.046,348.109436,13.309953,136.873917
4.062,348.027649,13.310441,136.876816
4.079,347.949585,13.311371,136.879883
4.096,347.866425,13.315053,136.882523
4.112,347.779236,13.322173,136.884476
4.129,347.695251,13.329932,136.887283
4.145,347.60553,13.337899,136.889435
4.162,347.518921,13.344186,136.890991
4.178,347.425018,13.349934,136.892868
4.195,347.336731,13.353661,136.894257
4.212,347.243042,13.356319,136.895386
4.228,347.148163,13.358725,136.896515
4.245,347.060028,13.360593,136.897736
4.261,346.966705,13.36346,136.898056
4.278,346.87912,13.366688,136.898438
4.295,346.786469,13.369633,136.898804
4.311,346.694763,13.37359,136.898346
4.328,346.608826,13.377151,136.898193
4.344,346.518005,13.380824,136.897675
4.361,346.433319,13.385252,136.896683
4.378,346.343872,13.389425,136.895981
4.394,346.25473,13.393222,136.895035
4.411,346.171295,13.397094,136.893463
4.427,346.083405,13.401023,136.892517
4.444,346.000916,13.404364,136.891327
4.46,345.912994,13.408183,136.88942
4.477,345.827698,13.411942,136.888184
4.494,345.735657,13.415588,136.886642
4.51,345.642365,13.419184,136.885208
4.527,345.552002,13.422915,136.883698
4.543,345.454224,13.427893,136.882248
4.56,345.360718,13.431767,136.881042
4.577,345.259308,13.436287,136.879623
4.593,345.156525,13.439857,136.878296
4.61,345.0578,13.443785,136.87706
4.626,344.951782,13.447517,136.875702
4.643,344.849762,13.451366,136.874359
4.659,344.740387,13.454684,136.873032
4.676,344.635284,13.458597,136.871887
4.692,344.522552,13.462272,136.870697
4.709,344.414429,13.466264,136.869751
4.726,344.298157,13.469984,136.868195
4.742,344.179626,13.474313,136.866653
4.759,344.067017,13.478233,136.865097
4.775,343.945374,13.483015,136.863922
4.792,343.829193,13.487447,136.862366
4.809,343.704468,13.492339,136.86084
4.825,343.577759,13.497483,136.858948
4.842,343.456909,13.502804,136.856979
4.86,343.326965,13.508887,136.855164
4.875,343.187653,13.514755,136.852539
4.891,343.07016,13.519711,136.850677
4.908,342.943512,13.524647,136.848495
4.925,342.807312,13.529803,136.845978
4.941,342.669189,13.535525,136.843323
4.958,342.538147,13.541076,136.84021
4.974,342.397156,13.547032,136.837631
4.991,342.262817,13.552636,136.834824
5.008,342.118469,13.559499,136.831314
5.024,341.972656,13.566364,136.828339
5.041,341.834015,13.57197,136.824966
5.057,341.685303,13.577799,136.821274
5.074,341.543762,13.583433,136.818008
5.092,341.391724,13.589911,136.813782
5.107,341.229401,13.596906,136.809525
5.124,341.092255,13.603343,136.80632
5.14,340.935699,13.610546,136.801926
5.157,340.786835,13.617044,136.797836
5.173,340.627136,13.623968,136.793579
5.19,340.475677,13.630941,136.788956
5.207,340.313477,13.638614,136.783966
5.223,340.149597,13.646048,136.779221
5.24,339.993958,13.653113,136.774689
5.256,339.827698,13.660201,136.769928
5.273,339.669678,13.667212,136.765579
5.289,339.500366,13.674607,136.7603
5.306,339.339691,13.68203,136.7547
5.323,339.167542,13.689883,136.748947
5.339,338.994507,13.697825,136.743301
5.356,338.830597,13.70542,136.737686
5.372,338.653534,13.713608,136.73172
5.389,338.484528,13.722182,136.725754
5.406,338.304138,13.731374,136.719208
5.422,338.120544,13.741201,136.711975
5.439,337.94632,13.750231,136.705475
5.455,337.760254,13.758995,136.698898
5.472,337.583893,13.767281,136.692337
5.488,337.396606,13.775679,136.684891
5.505,337.220306,13.783866,136.677872
5.521,337.03302,13.791793,136.670212
5.538,336.857422,13.799806,136.662796
5.555,336.671234,13.808538,136.654984
5.571,336.485565,13.817278,136.646988
5.588,336.311218,13.825562,136.639374
5.604,336.126862,13.834292,136.631012
5.621,335.953918,13.842644,136.623291
5.638,335.770599,13.851426,136.614883
5.654,335.587891,13.860995,136.606293
5.671,335.416656,13.869851,136.598282
5.687,335.234955,13.878843,136.589508
5.704,335.064941,13.887823,136.581131
5.72,334.883392,13.897078,136.572311
5.737,334.709808,13.906334,136.563797
5.754,334.524567,13.915923,136.554398
5.77,334.33786,13.925531,136.544846
5.787,334.159454,13.935327,136.535995
5.803,333.968323,13.94592,136.526093
5.82,333.786896,13.956428,136.516724
5.836,333.592255,13.968129,136.5065
5.853,333.407776,13.978995,136.496368
5.87,333.210205,13.989925,136.485764
5.886,333.010864,14.00066,136.475189
5.903,332.821411,14.010412,136.464981
5.919,332.61853,14.021595,136.453629
5.936,332.425934,14.032576,136.442886
5.953,332.219757,14.045039,136.431412
5.969,332.011932,14.057665,136.41954
5.986,331.814636,14.069436,136.408112
6.002,331.603668,14.08142,136.396179
6.019,331.40329,14.093266,136.384842
6.035,331.189026,14.10649,136.372559
6.052,330.986237,14.117913,136.361023
6.069,330.768738,14.130005,136.348358
6.085,330.549347,14.14376,136.335434
6.102,330.341705,14.15671,136.323105
6.118,330.119507,14.170646,136.309998
6.136,329.909027,14.183538,136.297684
6.152,329.670349,14.197756,136.283493
6.168,329.456848,14.210798,136.270706
6.185,329.241638,14.225155,136.257568
6.201,329.011658,14.240125,136.243103
6.218,328.793579,14.254641,136.229431
6.235,328.560791,14.269503,136.214691
6.251,328.325714,14.286203,136.199753
6.268,328.103333,14.302759,136.185654
6.284,327.865723,14.32003,136.170502
6.301,327.640961,14.335346,136.156052
6.317,327.400238,14.352048,136.140625
6.334,327.172821,14.368121,136.126099
6.35,326.92984,14.385198,136.110794
6.367,326.699432,14.402431,136.096466
6.384,326.453278,14.423146,136.081146
6.4,326.206238,14.443233,136.065414
6.417,325.972107,14.461628,136.050003
6.433,325.722321,14.480837,136.033325
6.45,325.48642,14.498343,136.017456
6.467,325.234039,14.518632,136.000458
6.483,324.980957,14.538753,135.984009
6.5,324.741547,14.557987,135.968933
6.516,324.485687,14.5785,135.952713
6.533,324.243744,14.59856,135.936935
6.55,323.985291,14.620891,135.91893
6.566,323.725922,14.644265,135.90036
6.583,323.481171,14.666424,135.882721
6.599,323.220093,14.690187,135.864166
6.616,322.973572,14.712526,135.846756
6.632,322.709015,14.7365,135.828598
6.649,322.457794,14.759639,135.812149
6.666,322.191071,14.782867,135.793869
6.682,321.921387,14.806417,135.772964
6.699,321.665558,14.830179,135.752319
6.717,321.393402,14.858434,135.730881
6.732,321.104553,14.889293,135.709717
6.749,320.863495,14.914849,135.692078
6.765,320.59024,14.941666,135.671753
6.782,320.333374,14.96598,135.651901
6.798,320.060822,14.992219,135.630646
6.815,319.805389,15.018174,135.610733
6.833,319.534576,15.046652,135.58963
6.848,319.248322,15.076324,135.566696
6.864,319.010376,15.099195,135.547409
6.881,318.757599,15.123562,135.527008
6.898,318.489716,15.150188,135.505554
6.914,318.22287,15.178546,135.484177
6.931,317.97287,15.206269,135.464035
6.947,317.707672,15.235395,135.441986
6.964,317.459015,15.26273,135.420639
6.981,317.195099,15.293339,135.398026
6.997,316.927704,15.326304,135.375671
7.014,316.676147,15.35828,135.355087
7.03,316.409912,15.389995,135.33284
7.047,316.157196,15.417344,135.311829
7.063,315.887268,15.444393,135.288895
7.08,315.632385,15.470132,135.267273
7.097,315.360046,15.502254,135.244904
7.113,315.087921,15.539926,135.222931
7.13,314.831818,15.575129,135.202271
7.146,314.55954,15.609972,135.179901
7.163,314.30307,15.641125,135.158356
7.179,314.030396,15.675086,135.135635
7.196,313.77359,15.707483,135.11496
7.213,313.50119,15.74174,135.093719
7.229,313.228485,15.77407,135.073334
7.246,312.97226,15.803606,135.053909
7.262,312.701202,15.836802,135.032837
7.279,312.446442,15.868962,135.013107
7.296,312.176819,15.903131,134.992447
7.312,311.907318,15.935338,134.972443
7.329,311.654327,15.96439,134.953903
7.345,311.386078,15.996641,134.934769
7.362,311.134552,16.029099,134.916885
7.378,310.868011,16.064005,134.8983
7.395,310.617737,16.096636,134.880981
7.412,310.352692,16.131077,134.862717
7.428,310.088348,16.16626,134.84465
7.445,309.84024,16.199402,134.827881
7.461,309.577087,16.233051,134.810547
7.478,309.330017,16.263906,134.794662
7.495,309.067841,16.295786,134.777985
7.511,308.80658,16.327953,134.761673
7.528,308.561523,16.359493,134.746521
7.544,308.301941,16.394279,134.730728
7.561,308.057739,16.426868,134.716019
7.577,307.79834,16.46034,134.700821
7.594,307.55426,16.492483,134.687042
7.611,307.294464,16.52816,134.672653
7.627,307.034332,16.562824,134.658142
7.644,306.788849,16.595402,134.644501
7.66,306.527618,16.629267,134.630203
7.677,306.281067,16.660467,134.617218
7.693,306.018616,16.69347,134.60347
7.71,305.770599,16.724428,134.590271
7.727,305.506622,16.756962,134.576401
7.743,305.241272,16.790697,134.563004
7.76,304.991058,16.823164,134.550842
7.776,304.724304,16.857573,134.538254
7.793,304.472229,16.889883,134.526291
7.81,304.203766,16.923616,134.513535
7.826,303.934326,16.956987,134.500916
7.843,303.679901,16.987667,134.488922
7.859,303.408142,17.020275,134.47641
7.876,303.151642,17.052233,134.464523
7.892,302.878082,17.08696,134.452347
7.909,302.619781,17.11986,134.441055
7.926,302.344879,17.153437,134.429062
7.942,302.068451,17.187603,134.417191
7.959,301.807648,17.219772,134.405792
7.975,301.529419,17.253965,134.393906
7.992,301.266296,17.286901,134.382568
8.008,300.986237,17.322321,134.37056
8.025,300.721497,17.355133,134.358948
8.042,300.43924,17.389322,134.346237
8.058,300.155914,17.424025,134.333557
8.075,299.888428,17.456011,134.321701
8.091,299.602722,17.490055,134.309464
8.108,299.332977,17.5229,134.298218
8.125,299.045624,17.556898,134.286194
8.141,298.756683,17.590824,134.274216
8.158,298.483856,17.622505,134.26297
8.175,298.19278,17.656059,134.251419
8.191,297.900574,17.690479,134.239288
8.208,297.624969,17.722994,134.228058
8.224,297.331238,17.757418,134.216217
8.241,297.053009,17.790506,134.205109
8.257,296.756134,17.825882,134.193695
8.274,296.476227,17.85882,134.183167
8.291,296.177216,17.894444,134.171631
8.307,295.877838,17.929125,134.160156
8.324,295.594849,17.96213,134.149719
8.34,295.292389,17.99831,134.138275
8.357,295.007385,18.031841,134.127701
8.373,294.703278,18.067472,134.116455
8.39,294.415619,18.101563,134.10553
8.407,294.109314,18.137653,134.09343
8.423,293.802063,18.173323,134.081207
8.44,293.511719,18.206432,134.069855
8.457,293.202606,18.243053,134.057785
8.473,292.892273,18.278584,134.046219
8.49,292.59845,18.313793,134.035019
8.506,292.285889,18.352104,134.023285
8.522,291.990906,18.387232,134.011841
8.539,291.694824,18.422382,133.999634
8.556,291.3797,18.458931,133.986267
8.572,291.063873,18.494661,133.973145
8.589,290.765991,18.527678,133.961044
8.605,290.449829,18.563339,133.948074
8.622,290.151764,18.597473,133.935928
8.639,289.835205,18.634535,133.92305
8.655,289.519348,18.672533,133.910416
8.672,289.222015,18.7078,133.898315
8.688,288.906555,18.745546,133.885162
8.705,288.609955,18.780342,133.872803
8.721,288.295044,18.816189,133.859909
8.738,287.999084,18.849739,133.847733
8.755,287.685242,18.884935,133.834595
8.771,287.371735,18.919788,133.821793
8.788,287.077484,18.953564,133.810074
8.805,286.76593,18.990267,133.797729
8.821,286.454987,19.027586,133.785263
8.838,286.163086,19.061802,133.773438
8.854,285.853271,19.096771,133.761292
8.871,285.562256,19.128521,133.75029
8.887,285.253632,19.162622,133.738693
8.904,284.963989,19.195761,133.728104
8.92,284.656708,19.230211,133.716949
8.937,284.368225,19.262524,133.706741
8.954,284.062927,19.297688,133.695953
8.97,283.757935,19.332201,133.684952
8.987,283.47168,19.363888,133.674408
9.003,283.16806,19.397137,133.663422
9.02,282.882904,19.428463,133.6539
9.036,282.580444,19.461502,133.644104
9.053,282.296204,19.491375,133.635147
9.07,281.994995,19.522825,133.625534
9.086,281.694489,19.555227,133.615738
9.103,281.412262,19.585577,133.606827
9.119,281.11322,19.617754,133.597839
9.136,280.832764,19.648598,133.589355
9.153,280.535278,19.681259,133.580124
9.169,280.238586,19.71349,133.571106
9.186,279.960052,19.744026,133.562897
9.202,279.664642,19.77586,133.554184
9.219,279.38736,19.80538,133.546295
9.235,279.093201,19.836246,133.538162
9.252,278.816803,19.865274,133.530518
9.269,278.52417,19.896591,133.522766
9.285,278.232361,19.928509,133.515244
9.302,277.958435,19.958479,133.508362
9.318,277.667908,19.99003,133.501144
9.335,277.395477,20.020336,133.494644
9.351,277.106323,20.051624,133.487656
9.368,276.834686,20.080376,133.481384
9.385,276.546997,20.110582,133.474792
9.401,276.259521,20.140322,133.468567
9.418,275.989685,20.168257,133.462631
9.434,275.703644,20.197752,133.456848
9.451,275.435028,20.22529,133.451767
9.468,275.150604,20.255472,133.446594
9.484,274.866699,20.285374,133.441406
9.501,274.600403,20.313534,133.437042
9.517,274.317841,20.34264,133.43251
9.534,274.052643,20.369984,133.428543
9.55,273.771423,20.398481,133.424637
9.567,273.507172,20.424623,133.421509
9.584,273.227386,20.453543,133.418823
9.601,272.948029,20.482143,133.416626
9.617,272.669525,20.510473,133.414978
9.633,272.408295,20.537092,133.414352
9.65,272.147461,20.563499,133.413895
9.666,271.871307,20.592321,133.413849
9.683,271.611694,20.618835,133.413864
9.7,271.336609,20.64612,133.414276
9.716,271.061981,20.672539,133.415115
9.733,270.80426,20.697777,133.416595
9.749,270.530548,20.723742,133.418594
9.766,270.273865,20.747915,133.420685
9.783,270.001556,20.773766,133.423477
9.799,269.730042,20.799967,133.426636
9.816,269.474976,20.824362,133.430008
9.832,269.204712,20.849083,133.43399
9.849,268.950836,20.872066,133.438507
9.865,268.681854,20.896763,133.443832
9.882,268.429138,20.920113,133.449158
9.899,268.161285,20.944422,133.455368
9.915,267.894104,20.968412,133.462219
9.932,267.64328,20.990654,133.469406
9.948,267.37738,21.013941,133.4776
9.965,267.127716,21.035439,133.485855
9.982,266.863068,21.058254,133.495361
9.998,266.599304,21.081566,133.50592
10.015,266.351563,21.103592,133.516754
10.031,266.089233,21.12686,133.528763
10.048,265.843018,21.149036,133.541183
10.064,265.582092,21.171965,133.554886
10.081,265.336945,21.19293,133.568176
10.098,265.077209,21.214439,133.582733
10.114,264.818054,21.235516,133.597916
10.131,264.574738,21.255569,133.613174
10.147,264.316711,21.276047,133.630081
10.164,264.074738,21.295471,133.646255
10.181,263.818146,21.316578,133.664063
10.197,263.562042,21.337029,133.682434
10.214,263.321625,21.355417,133.700317
10.23,263.066956,21.375813,133.719971
10.247,262.827545,21.394234,133.738861
10.263,262.573883,21.41297,133.759186
10.28,262.335602,21.430307,133.778549
10.297,262.082642,21.448645,133.799728
10.313,261.82962,21.466398,133.82135
10.33,261.591614,21.483301,133.842026
10.346,261.338562,21.501141,133.864532
10.363,261.099823,21.517286,133.886154
10.379,260.845673,21.53466,133.909378
10.396,260.606445,21.550379,133.931625
10.413,260.351044,21.567747,133.956055
10.429,260.09491,21.585672,133.980988
10.446,259.853424,21.601969,134.004929
10.462,259.596039,21.618553,134.030518
10.479,259.352753,21.634315,134.055222
10.496,259.093536,21.6509,134.08165
10.512,258.833435,21.666025,134.108429
10.529,258.587372,21.68091,134.134064
10.545,258.325348,21.696596,134.162003
10.562,258.077637,21.711184,134.188599
10.578,257.813416,21.726223,134.217331
10.595,257.56366,21.740717,134.244431
10.612,257.297394,21.756058,134.273529
10.628,257.030182,21.770273,134.303253
10.645,256.777557,21.783401,134.331512
10.661,256.507935,21.797434,134.361649
10.678,256.253052,21.811083,134.390457
10.694,255.981247,21.825335,134.421127
10.711,255.724426,21.838232,134.450333
10.728,255.45047,21.851318,134.48172
10.744,255.175415,21.864126,134.513718
10.761,254.915115,21.876656,134.543945
10.777,254.637558,21.889475,134.576233
10.794,254.375031,21.901751,134.606934
10.811,254.095001,21.91493,134.639465
10.827,253.814392,21.926922,134.672058
10.844,253.549194,21.938072,134.703339
10.86,253.26651,21.950338,134.73703
10.877,253.000427,21.96126,134.768784
10.893,252.71701,21.97294,134.802414
10.91,252.450165,21.983654,134.834244
10.927,252.166595,21.994993,134.868134
10.943,251.88295,22.005072,134.902206
10.96,251.616119,22.014189,134.934143
10.976,251.333054,22.024345,134.967941
10.993,251.066742,22.03372,134.999863
11.01,250.784439,22.043726,135.034103
11.026,250.502441,22.053493,135.06871
11.043,250.237488,22.062246,135.101334
11.059,249.956421,22.070675,135.136017
11.076,249.692123,22.078339,135.169006
11.092,249.411926,22.085974,135.204147
11.109,249.148514,22.092632,135.237442
11.126,248.869202,22.098974,135.273102
11.142,248.590408,22.105318,135.309174
11.159,248.328476,22.111065,135.343521
11.175,248.05069,22.116474,135.380188
11.192,247.790024,22.121828,135.41539
11.208,247.51329,22.126476,135.453156
11.225,247.253479,22.130096,135.489075
11.242,246.978134,22.134502,135.52803
11.258,246.703201,22.137583,135.567413
11.277,246.444778,22.139307,135.604813
11.291,246.138809,22.140917,135.65007
11.308,245.913712,22.141796,135.684128
11.325,245.640945,22.142874,135.726349
11.341,245.368774,22.142876,135.769211
11.358,245.113403,22.142334,135.810257
11.374,244.842422,22.141119,135.854614
11.391,244.588242,22.139803,135.897232
11.407,244.318848,22.138086,135.943802
11.424,244.065872,22.13574,135.988541
11.441,243.797745,22.132898,136.037079
11.457,243.530472,22.130447,136.087128
11.474,243.279602,22.127165,136.134949
11.49,243.013565,22.122385,136.186707
11.508,242.764374,22.11801,136.23671
11.523,242.484924,22.113688,136.294785
11.54,242.252792,22.110203,136.34404
11.557,241.990616,22.105749,136.401184
11.573,241.729645,22.101635,136.459595
11.59,241.48465,22.096689,136.515839
11.606,241.225891,22.09178,136.577209
11.623,240.983521,22.088108,136.637039
11.64,240.726944,22.084118,136.702103
11.656,240.471085,22.078495,136.767822
11.673,240.23172,22.072809,136.831253
11.689,239.978455,22.066898,136.900146
11.706,239.740967,22.061888,136.966904
11.722,239.490433,22.057587,137.039673
11.739,239.25563,22.053732,137.109589
11.756,239.006958,22.04834,137.184662
11.772,238.759613,22.042263,137.260757
11.789,238.528412,22.036825,137.334412
11.805,238.283722,22.030958,137.414795
11.822,238.054428,22.025414,137.491562
11.839,237.812195,22.019388,137.57428
11.855,237.570801,22.012583,137.657883
11.872,237.344772,22.005737,137.738129
11.888,237.106598,21.998926,137.825867
11.905,236.883743,21.993164,137.910416
11.921,236.648407,21.987333,138.00177
11.938,236.428146,21.981689,138.088821
11.955,236.195267,21.974945,138.182404
11.971,235.963638,21.967276,138.27713
11.988,235.747009,21.959867,138.367889
12.004,235.518417,21.952881,138.46637
12.021,235.304825,21.947025,138.560867
12.037,235.079376,21.94116,138.662506
12.054,234.868378,21.934875,138.759308
12.071,234.645737,21.928205,138.863632
12.087,234.42424,21.921095,138.969177
12.104,234.217392,21.914848,139.070007
12.12,233.999329,21.90885,139.17894
12.137,233.795227,21.903189,139.282715
12.153,233.580139,21.896824,139.394028
12.17,233.379044,21.890884,139.500229
12.187,233.166534,21.884718,139.614258
12.203,232.955597,21.878502,139.729584
