dt,x,y,z,x_vel,y_vel,z_vel,Z_acc,X_acc
91.35,250.686676,21.44084,249.02533,0.185081,17.894276,2.310351,9.794368,0.738106
91.36,250.922852,21.45767,249.215073,0.162536,17.832117,2.327716,9.79531,0.734933
91.37,251.145279,21.474844,249.391663,0.148889,17.756781,2.311286,9.795878,0.731249
91.38,251.381866,21.49221,249.577972,0.184995,17.701496,2.315326,9.79436,0.728377
91.39,251.604935,21.50853,249.751465,0.151502,17.639345,2.296049,9.795753,0.72526
91.4,251.842056,21.525928,249.934052,0.182045,17.577852,2.261769,9.794472,0.722146
91.41,252.079254,21.544008,250.114838,0.233323,17.498661,2.226238,9.792319,0.718298
91.42,252.303116,21.561359,250.283478,0.23659,17.448935,2.195985,9.792166,0.715713
91.43,252.54126,21.580647,250.460403,0.185638,17.39426,2.159319,9.794274,0.712896
91.44,252.765335,21.599676,250.624924,0.228194,17.340338,2.100982,9.792475,0.710146
91.45,253.003799,21.620594,250.79744,0.225387,17.260584,2.027038,9.792573,0.706298
91.46,253.228577,21.639572,250.958557,0.232077,17.219568,1.969164,9.792279,0.704101
91.47,253.467285,21.660847,251.127411,0.190536,17.166378,1.900587,9.793987,0.70137
91.48,253.706238,21.683277,251.294098,0.206183,17.113697,1.820817,9.793316,0.698665
91.49,253.931595,21.704321,251.449387,0.185547,17.070633,1.764122,9.794148,0.696394
91.5,254.171082,21.727169,251.612076,0.188747,17.000072,1.691395,9.793986,0.692956
91.51,254.396729,21.749363,251.763199,0.203863,16.961792,1.6178,9.793341,0.690892
91.52,254.636505,21.772932,251.922272,0.258449,16.915245,1.526945,9.791057,0.688458
91.53,254.876297,21.796423,252.079849,0.189837,16.859171,1.438842,9.793887,0.685634
91.54,255.101959,21.818964,252.226639,0.207809,16.818409,1.384426,9.793132,0.683476
91.55,255.341904,21.843927,252.380524,0.162475,16.77614,1.33504,9.794994,0.681231
91.56,255.567764,21.869005,252.523453,0.198039,16.718378,1.267286,9.793522,0.678382
91.57,255.807922,21.895945,252.673355,0.191629,16.658484,1.213058,9.793779,0.67542
91.58,256.047668,21.922613,252.822372,0.213206,16.599247,1.14636,9.792884,0.672494
91.59,256.273682,21.948132,252.961548,0.213049,16.568935,1.113334,9.792884,0.670795
91.6,256.514374,21.976017,253.10788,0.208762,16.561195,1.049591,9.793053,0.670003
91.61,256.741821,22.002161,253.244781,0.194577,16.573723,0.999581,9.793625,0.670075
91.62,256.984039,22.030935,253.389252,0.158037,16.602577,0.932432,9.795112,0.670792
91.63,257.21283,22.057966,253.524536,0.107792,16.643871,0.883583,9.79716,0.672049
91.64,257.456757,22.087782,253.667877,0.102235,16.680454,0.813645,9.797361,0.673082
91.65,257.701294,22.117786,253.810791,0.092739,16.714197,0.755245,9.797722,0.673996
91.66,257.932922,22.146971,253.944748,0.089945,16.740255,0.690267,9.797817,0.674624
91.67,258.179413,22.178814,254.08699,0.081358,16.786182,0.618852,9.798155,0.676042
91.68,258.412537,22.209549,254.220688,0.09446,16.830053,0.569739,9.797605,0.6774
91.69,258.660889,22.242477,254.362,0.068511,16.894051,0.532356,9.79866,0.679555
91.7,258.910095,22.275448,254.503479,0.037546,16.912804,0.465003,9.799926,0.679857
91.71,259.146057,22.307787,254.636719,0.022531,16.977345,0.441356,9.80053,0.682059
91.72,259.397583,22.342697,254.777527,0.015278,17.032923,0.383569,9.800804,0.683863
91.73,259.635254,22.374733,254.910324,0.006163,17.065029,0.347021,9.801146,0.684731
91.74,259.889038,22.409737,255.051178,-0.0921,17.118784,0.278899,9.805123,0.686456
91.75,260.128754,22.443884,255.184021,-0.077636,17.198841,0.218209,9.804507,0.68928
91.76,260.384186,22.481636,255.325058,-0.049951,17.251478,0.147141,9.803352,0.690954
91.77,260.625793,22.517775,255.457642,-0.04653,17.317516,0.095881,9.803193,0.693199
91.78,260.883026,22.556112,255.598572,-0.078434,17.388748,0.049333,9.804481,0.695625
91.79,261.141296,22.595806,255.739166,-0.094483,17.449783,0.004067,9.80512,0.697631
91.8,261.385406,22.633135,255.871414,-0.119245,17.522762,-0.053671,9.806114,0.700144
91.81,261.645691,22.672985,256.012115,-0.111154,17.570284,-0.094074,9.805753,0.701585
91.82,261.891754,22.710693,256.144623,-0.136962,17.628128,-0.129872,9.806767,0.70347
91.83,262.154388,22.751768,256.285095,-0.141279,17.703297,-0.164782,9.806915,0.706026
91.84,262.417389,22.793634,256.42572,-0.188476,17.777067,-0.161474,9.808813,0.708524
91.85,262.665527,22.834064,256.557526,-0.18659,17.821331,-0.191278,9.808732,0.70985
91.86,262.929993,22.877735,256.697083,-0.155944,17.860853,-0.202653,9.807479,0.71095
91.87,263.17926,22.918612,256.828125,-0.187068,17.863602,-0.210631,9.808719,0.710585
91.88,263.44455,22.962076,256.96637,-0.179609,17.841732,-0.225594,9.808391,0.709194
91.89,263.694336,23.003666,257.096405,-0.216654,17.855795,-0.22597,9.809857,0.709285
91.9,263.959595,23.048246,257.233337,-0.201373,17.863598,-0.227615,9.809216,0.70909
91.91,264.224823,23.093399,257.369629,-0.170776,17.82329,-0.234128,9.80796,0.706952
91.92,264.474243,23.136972,257.496582,-0.199568,17.808321,-0.235798,9.809107,0.705868
91.93,264.738861,23.184225,257.630035,-0.150611,17.791578,-0.217672,9.807124,0.704683
91.94,264.987671,23.228216,257.754913,-0.161121,17.775316,-0.202387,9.807527,0.703544
91.95,265.251709,23.275337,257.886078,-0.158969,17.732651,-0.18853,9.807421,0.70131
91.96,265.499939,23.319881,258.008545,-0.112478,17.68326,-0.15613,9.805529,0.698838
91.97,265.763306,23.368065,258.136963,-0.101863,17.633261,-0.155384,9.805075,0.696313
91.98,266.026276,23.415831,258.264343,-0.06128,17.598476,-0.121324,9.803423,0.6944
91.99,266.273376,23.46139,258.382263,-0.101522,17.545273,-0.092297,9.805013,0.69178
92,266.535645,23.509783,258.5065,-0.11554,17.50617,-0.057612,9.805552,0.689698
92.01,266.782196,23.554964,258.621796,-0.114713,17.45919,-0.017574,9.805489,0.68733
92.02,267.043823,23.603228,258.742737,-0.182937,17.422195,0.028035,9.808187,0.685334
92.03,267.305023,23.651764,258.861847,-0.179272,17.369154,0.068701,9.808014,0.682698
92.04,267.550507,23.698044,258.97226,-0.158824,17.310879,0.105874,9.80717,0.679887
92.05,267.810822,23.747629,259.088074,-0.143366,17.249846,0.135642,9.80654,0.676942
92.06,268.05545,23.793665,259.195404,-0.049222,17.199654,0.169027,9.802772,0.674463
92.07,268.315002,23.843477,259.306915,-0.098879,17.155104,0.193083,9.804748,0.672183
92.08,268.55896,23.890553,259.410492,-0.090415,17.103928,0.244411,9.8044,0.669668
92.09,268.817871,23.939888,259.518555,-0.109689,17.038626,0.304646,9.805147,0.666563
92.1,269.076508,23.990402,259.623871,-0.118122,16.954418,0.327641,9.805463,0.662709
92.11,269.319122,24.037567,259.721802,-0.056281,16.894714,0.360161,9.802982,0.659867
92.12,269.57666,24.087111,259.823792,-0.027601,16.816723,0.39166,9.801822,0.656273
92.13,269.818573,24.134058,259.917572,-0.041498,16.749443,0.416612,9.802371,0.65314
92.14,270.075439,24.183556,260.014984,-0.033558,16.703691,0.470202,9.802046,0.650838
92.15,270.331665,24.23451,260.109192,-0.095924,16.645567,0.497793,9.804514,0.648047
92.16,270.572357,24.281593,260.196747,-0.043261,16.58503,0.555973,9.802409,0.645193
92.17,270.827698,24.330936,260.288116,-0.03732,16.490255,0.616624,9.802155,0.640958
92.18,271.067291,24.377499,260.371857,-0.001703,16.414663,0.642417,9.800736,0.637518
92.19,271.321411,24.427763,260.458099,-0.010477,16.353344,0.678301,9.801079,0.634622
92.2,271.560394,24.474272,260.53772,0.000857,16.304253,0.728489,9.80062,0.63224
92.21,271.813354,24.523335,260.620026,-0.050079,16.219715,0.770334,9.802628,0.628434
92.22,272.065887,24.573345,260.699158,-0.03269,16.142704,0.804724,9.801935,0.624933
92.23,272.303009,24.620861,260.771057,-0.01056,16.056721,0.806842,9.801057,0.62111
92.24,272.554138,24.670273,260.846405,0.03378,16.000996,0.848349,9.799302,0.618461
92.25,272.79007,24.715935,260.915222,0.0014,15.914811,0.906863,9.80058,0.614641
92.26,273.039856,24.764595,260.985901,-0.009662,15.836164,0.939754,9.801016,0.611099
92.27,273.274323,24.810537,261.049713,0.016957,15.755925,0.979649,9.799968,0.607525
92.28,273.52301,24.859041,261.115417,0.037164,15.684032,1.004878,9.799171,0.604261
92.29,273.770813,24.907785,261.178223,-0.015593,15.610174,1.034072,9.801244,0.600924
92.3,274.003265,24.953299,261.235413,-0.009622,15.530663,1.070928,9.800999,0.597396
92.31,274.249725,25.000511,261.294556,0.007239,15.441334,1.116325,9.800329,0.593464
92.32,274.494904,25.048267,261.350708,0.001967,15.337008,1.13954,9.800544,0.588951
92.33,274.725006,25.09281,261.401459,0.013313,15.27309,1.15547,9.800111,0.586056
92.34,274.968658,25.140261,261.452209,-0.002698,15.202175,1.167498,9.800747,0.582867
92.35,275.196838,25.184731,261.498199,-0.001638,15.114715,1.185632,9.800714,0.579058
92.36,275.438721,25.230606,261.545227,0.051768,15.021624,1.229209,9.798626,0.575012
92.37,275.679626,25.276278,261.589691,0.015801,14.929031,1.240576,9.800042,0.570993
92.38,275.905182,25.319748,261.628906,0.038336,14.835964,1.261052,9.79917,0.566984
92.39,276.130035,25.362642,261.666351,0.082972,14.74644,1.286391,9.797429,0.563121
92.4,276.367981,25.407234,261.703979,0.089713,14.664652,1.302164,9.79718,0.559545
92.41,276.604401,25.452044,261.738647,0.131313,14.550617,1.319642,9.795573,0.554715
92.42,276.825958,25.493933,261.769104,0.139437,14.470819,1.310165,9.795276,0.551252
92.43,277.06015,25.537943,261.799255,0.138381,14.397712,1.318668,9.795327,0.548033
92.44,277.279633,25.578396,261.826141,0.161334,14.308163,1.339896,9.794436,0.5442
92.45,277.511292,25.621216,261.852203,0.165216,14.170392,1.362507,9.794293,0.538474
92.46,277.741882,25.663982,261.875244,0.159131,14.058848,1.376637,9.794542,0.533779
92.47,277.957581,25.703915,261.895111,0.161879,13.970799,1.369658,9.79445,0.530025
92.48,278.185303,25.745834,261.913605,0.139991,13.910714,1.372456,9.795317,0.527345
92.49,278.397949,25.78548,261.928589,0.165658,13.794284,1.361019,9.794333,0.5225
92.5,278.623169,25.826895,261.942841,0.18004,13.703805,1.353046,9.793793,0.518651
92.51,278.833557,25.865002,261.954407,0.207552,13.610733,1.360238,9.792744,0.514727
92.52,279.055817,25.904713,261.9646,0.206151,13.515759,1.365409,9.792819,0.510717
92.53,279.27655,25.943798,261.972473,0.219788,13.399014,1.371162,9.792309,0.505869
92.54,279.483185,25.980175,261.977783,0.21136,13.309912,1.373496,9.792651,0.502117
92.55,279.701294,26.018728,261.981049,0.183032,13.214871,1.355902,9.793765,0.498124
92.56,279.905029,26.053768,261.982422,0.158324,13.14971,1.36225,9.794737,0.49531
92.57,280.119904,26.090176,261.982422,0.153698,13.035854,1.36562,9.794933,0.490601
92.58,280.33371,26.12672,261.979767,0.154558,12.934553,1.34916,9.794917,0.486384
92.59,280.532623,26.161177,261.974701,0.1508,12.832887,1.311359,9.795087,0.482177
92.6,280.743225,26.19647,261.967834,0.202674,12.733865,1.289427,9.793112,0.478059
92.61,280.939606,26.229025,261.959656,0.162026,12.64604,1.278693,9.794703,0.474397
92.62,281.145782,26.263933,261.948242,0.182813,12.542301,1.230047,9.793931,0.470111
92.63,281.339935,26.295189,261.936829,0.18169,12.458467,1.223888,9.794003,0.466614
92.64,281.555115,26.330656,261.920898,0.207882,12.347175,1.170168,9.793027,0.462033
92.65,281.745422,26.361128,261.905396,0.245503,12.288902,1.140588,9.791605,0.459531
92.66,281.934052,26.390892,261.888184,0.182092,12.168536,1.139319,9.794065,0.454646
92.67,282.13269,26.422165,261.867706,0.207415,12.088452,1.108361,9.793108,0.451299
92.68,282.318909,26.449944,261.847534,0.16992,12.000113,1.104449,9.794567,0.447655
92.69,282.513977,26.47963,261.823547,0.189262,11.885893,1.050799,9.793839,0.443007
92.7,282.70871,26.508039,261.798248,0.18873,11.813178,1.038802,9.793878,0.439957
92.71,282.888397,26.535908,261.770996,0.143081,11.701502,0.961368,9.795641,0.435432
92.72,283.079071,26.564072,261.741547,0.142738,11.616745,0.931997,9.795676,0.431929
92.73,283.255676,26.590523,261.711639,0.168737,11.494943,0.858333,9.794699,0.427026
92.74,283.442963,26.617054,261.679169,0.225615,11.42452,0.82033,9.792545,0.42408
92.75,283.616486,26.64225,261.645905,0.178785,11.320626,0.769478,9.79435,0.419873
92.76,283.800232,26.667414,261.609802,0.225818,11.26419,0.733146,9.792571,0.417471
92.77,283.970398,26.690847,261.573883,0.179263,11.152637,0.672666,9.794363,0.412982
92.78,284.171936,26.717693,261.529205,0.207189,11.066675,0.614981,9.793317,0.40943
92.79,284.328369,26.738482,261.492279,0.134335,10.987243,0.565526,9.796108,0.406189
92.8,284.495056,26.759407,261.452087,0.168685,10.930967,0.511775,9.794813,0.403821
92.81,284.66925,26.781828,261.407043,0.116107,10.83884,0.442811,9.796826,0.400077
92.82,284.832642,26.801781,261.3638,0.142586,10.788445,0.39379,9.795827,0.39794
92.83,285.003387,26.822969,261.315948,0.0706,10.671054,0.33036,9.798578,0.393243
92.84,285.173737,26.842834,261.266846,0.150984,10.60523,0.271937,9.795539,0.390511
92.85,285.33075,26.861805,261.218292,0.056922,10.52987,0.204273,9.799126,0.387432
92.86,285.496887,26.881195,261.165405,0.128973,10.481597,0.126178,9.796405,0.385376
92.87,285.650848,26.899271,261.114349,0.067097,10.387913,0.037483,9.798766,0.381615
92.88,285.814453,26.916384,261.059814,0.146994,10.327243,1.20E-05,9.795748,0.379096
92.89,285.965363,26.932652,261.006531,0.04407,10.233424,-0.059903,9.799659,0.375336
92.9,286.125671,26.948887,260.948792,0.107921,10.19548,-0.099637,9.797246,0.373684
92.91,286.282745,26.965105,260.888947,0.014356,10.128914,-0.176141,9.800793,0.370952
92.92,286.430573,26.978653,260.83197,0.081564,10.086815,-0.212911,9.798252,0.369162
92.93,286.584747,26.993294,260.769318,-0.018734,10.016264,-0.293731,9.802045,0.366288
92.94,286.729126,27.00631,260.709625,0.074054,9.974763,-0.34225,9.79854,0.364528
92.95,286.880493,27.020121,260.644379,-0.040936,9.901167,-0.397445,9.802885,0.361547
92.96,287.030334,27.033527,260.578003,0.047281,9.877372,-0.48816,9.799562,0.360451
92.97,287.169983,27.04538,260.514008,-0.009594,9.828366,-0.544663,9.801716,0.358418
92.98,287.316254,27.057852,260.445038,0.046452,9.77146,-0.604628,9.799604,0.356082
92.99,287.453705,27.068249,260.379547,-0.001001,9.750894,-0.640994,9.801396,0.355131
93,287.596558,27.079979,260.307404,0.026338,9.701337,-0.708291,9.800366,0.35308
93.01,287.730835,27.090054,260.239288,0.021522,9.679354,-0.72752,9.800545,0.352084
93.02,287.871582,27.100048,260.165314,0.010461,9.633192,-0.782136,9.800961,0.350172
93.03,288.010468,27.109787,260.089996,-0.001478,9.619398,-0.819398,9.801404,0.349482
93.04,288.140961,27.117455,260.018982,-0.008929,9.594694,-0.827337,9.801684,0.348398
93.05,288.276978,27.126139,259.941101,-0.044608,9.564672,-0.873666,9.80302,0.347109
93.06,288.404663,27.133175,259.867615,-0.006305,9.540647,-0.867806,9.801585,0.346058
93.07,288.538208,27.140533,259.788055,-0.067036,9.501343,-0.906734,9.803862,0.34443
93.08,288.662354,27.147457,259.711914,-0.023681,9.49608,-0.909533,9.80224,0.344091
93.09,288.793579,27.153666,259.630096,-0.059777,9.455354,-0.931521,9.803595,0.342421
93.1,288.923279,27.160147,259.54657,-0.035709,9.451652,-0.943298,9.802696,0.34214
93.11,289.044647,27.165331,259.467072,0.028264,9.461543,-0.955121,9.800304,0.342379
93.12,289.172607,27.17046,259.380829,-0.013225,9.488995,-0.974746,9.80185,0.343269
93.13,289.292114,27.175497,259.298065,0.00675,9.52995,-0.982217,9.801097,0.344675
93.14,289.418854,27.179638,259.208893,-0.021421,9.583149,-0.974508,9.802137,0.346534
93.15,289.544952,27.183353,259.118378,0.004051,9.615863,-0.957992,9.801175,0.347632
93.16,289.663422,27.186312,259.031403,-0.01454,9.674747,-0.944755,9.801857,0.349714
93.17,289.788452,27.189623,258.937408,-0.044235,9.734637,-0.91885,9.802954,0.351829
93.18,289.905945,27.192249,258.847229,-0.019601,9.765497,-0.905816,9.80203,0.352869
93.19,290.030487,27.193964,258.749786,-0.036887,9.824917,-0.867281,9.802665,0.354965
93.2,290.147522,27.195187,258.656464,-0.057698,9.892081,-0.837831,9.803433,0.357358
93.21,290.271454,27.196182,258.555206,-0.068142,9.946213,-0.807863,9.803816,0.35926
93.22,290.39505,27.196781,258.452026,-0.081533,10.00983,-0.756676,9.804305,0.361512
93.23,290.511414,27.196568,258.35321,-0.076075,10.072506,-0.71515,9.804099,0.363735
93.24,290.634613,27.195982,258.246521,-0.108751,10.124212,-0.681225,9.805311,0.365542
93.25,290.750366,27.195065,258.144287,-0.08578,10.19937,-0.642083,9.804459,0.368223
93.26,290.873108,27.193924,258.033539,-0.082891,10.266315,-0.621271,9.804348,0.370594
93.27,290.988647,27.191856,257.927887,-0.069084,10.313678,-0.582895,9.803835,0.372244
93.28,291.111176,27.189383,257.813568,-0.062432,10.381925,-0.530824,9.803586,0.374657
93.29,291.233215,27.18623,257.697235,-0.066226,10.451637,-0.493106,9.803723,0.377121
93.3,291.347961,27.183167,257.58551,-0.0784,10.52462,-0.452645,9.804173,0.37971
93.31,291.469757,27.179623,257.465118,-0.060476,10.589815,-0.402468,9.803513,0.382002
93.32,291.591522,27.174969,257.342804,-0.071409,10.661123,-0.36049,9.803916,0.384516
93.33,291.70575,27.170664,257.226227,-0.067018,10.699913,-0.307805,9.803752,0.385832
93.34,291.826477,27.165504,257.100494,-0.06307,10.726042,-0.246409,9.803607,0.38667
93.35,291.939575,27.159664,256.980774,-0.051968,10.737284,-0.204025,9.803198,0.386961
93.36,292.059113,27.152941,256.852295,-0.074213,10.734794,-0.176897,9.804018,0.386734
93.37,292.170959,27.146185,256.730225,-0.068045,10.738758,-0.134988,9.803793,0.386749
93.38,292.288849,27.138447,256.599518,-0.070391,10.740349,-0.107854,9.803877,0.386665
93.39,292.399231,27.130827,256.475586,-0.067995,10.731036,-0.089097,9.803786,0.386187
93.4,292.515503,27.122421,256.343079,-0.070277,10.700672,-0.038053,9.803864,0.384924
93.41,292.630463,27.113913,256.209564,-0.077484,10.676016,-0.014147,9.804127,0.383867
93.42,292.737885,27.105108,256.083344,-0.067075,10.645324,0.001855,9.803747,0.382592
93.43,292.850891,27.095671,255.948639,-0.067501,10.613086,0.03868,9.803761,0.381247
93.44,292.956604,27.086639,255.821442,-0.048954,10.613688,0.038703,9.803081,0.381117
93.45,293.068207,27.076601,255.685898,-0.014579,10.559406,0.048682,9.801819,0.378961
93.46,293.172272,27.067299,255.55809,-0.004679,10.496478,0.09326,9.801449,0.376494
93.47,293.281891,27.056942,255.421555,0.011966,10.485289,0.110433,9.800832,0.375905
93.48,293.390533,27.046026,255.284683,0.009608,10.437091,0.118252,9.800907,0.373956
93.49,293.492035,27.036161,255.155838,0.029625,10.385239,0.148066,9.800163,0.37188
93.5,293.599304,27.024704,255.018539,0.027615,10.371775,0.137415,9.800223,0.371191
93.51,293.699921,27.013714,254.889252,0.022055,10.341908,0.132123,9.800412,0.36991
93.52,293.806091,27.003063,254.752045,0.037455,10.278473,0.157778,9.799833,0.367392
93.53,293.911591,26.991468,254.61412,0.045547,10.270769,0.159235,9.799521,0.366901
93.54,294.010254,26.980469,254.484543,0.044309,10.234381,0.158093,9.799554,0.365372
93.55,294.114502,26.969193,254.347076,0.046749,10.195868,0.178465,9.799454,0.363751
93.56,294.212341,26.957609,254.217392,0.043189,10.17166,0.152032,9.799574,0.362659
93.57,294.31604,26.945293,254.079926,0.057811,10.1125,0.145063,9.799028,0.360276
93.58,294.41333,26.934216,253.950851,0.075881,10.075405,0.152715,9.798356,0.358707
93.59,294.51651,26.921417,253.813583,0.065587,10.051551,0.116842,9.798709,0.357601
93.6,294.619202,26.908901,253.676819,0.072575,10.008399,0.116946,9.798433,0.355791
93.61,294.715851,26.897116,253.548325,0.089766,9.972208,0.111342,9.79779,0.354246
93.62,294.818481,26.883917,253.41185,0.059681,9.948718,0.078137,9.798857,0.353144
93.63,294.914703,26.872421,253.283829,0.068913,9.906733,0.081318,9.798502,0.351385
93.64,295.016968,26.860214,253.148438,0.071935,9.889196,0.087213,9.798372,0.350497
93.65,295.119476,26.84791,253.013351,0.089275,9.846452,0.053178,9.797724,0.348695
93.66,295.21582,26.836327,252.886948,0.110581,9.787471,0.046906,9.796934,0.346319
93.67,295.31842,26.823965,252.752945,0.095916,9.739816,0.049126,9.797442,0.344331
93.68,295.415131,26.812046,252.626999,0.081648,9.72867,0.019588,9.797939,0.343672
93.69,295.517639,26.799112,252.493744,0.046552,9.714689,0.021261,9.799191,0.342897
93.7,295.614288,26.78721,252.368774,0.043207,9.689211,-0.01046,9.7993,0.341725
93.71,295.717072,26.774403,252.236313,0.02376,9.665787,-0.052558,9.799993,0.34061
93.72,295.820343,26.762037,252.104782,0.017767,9.636363,-0.07077,9.800201,0.339279
93.73,295.917664,26.750383,251.981293,0.022444,9.610291,-0.122783,9.800027,0.338086
93.74,296.02124,26.737528,251.850601,0.036406,9.586987,-0.155039,9.799516,0.336977
93.75,296.118652,26.725622,251.728302,0.019628,9.565761,-0.178166,9.800109,0.33596
93.76,296.222443,26.71336,251.598541,0.00938,9.552338,-0.238121,9.80047,0.335209
93.77,296.320129,26.702185,251.47702,0.018904,9.532287,-0.246481,9.800125,0.334239
93.78,296.424225,26.690624,251.348419,0.019677,9.521229,-0.285725,9.800097,0.333578
93.79,296.528351,26.678801,251.220108,0.018753,9.514242,-0.337206,9.800133,0.333066
93.8,296.627075,26.66753,251.099609,0.028048,9.511803,-0.348232,9.799801,0.332733
93.81,296.732025,26.655657,250.971375,0.02444,9.544894,-0.395347,9.799932,0.333659
93.82,296.831696,26.644464,250.850632,0.023332,9.591864,-0.438386,9.799973,0.335097
93.83,296.938446,26.632053,250.722229,-0.002092,9.637058,-0.473771,9.800884,0.336456
93.84,297.045746,26.619719,250.59343,0.009011,9.679701,-0.526878,9.800485,0.337724
93.85,297.147736,26.607834,250.471756,-0.006296,9.741519,-0.565321,9.801027,0.339691
93.86,297.257202,26.595131,250.342102,-0.018151,9.83204,-0.597263,9.801448,0.342668
93.87,297.360809,26.583712,250.219467,-0.022838,9.906713,-0.638659,9.801615,0.345097
93.88,297.472137,26.571753,250.088562,-0.028061,9.989058,-0.686624,9.801805,0.347786
93.89,297.577332,26.560169,249.965012,-0.019322,10.070695,-0.71188,9.801498,0.350467
93.9,297.690338,26.547443,249.833069,-0.032866,10.133791,-0.761401,9.801984,0.352474
93.91,297.804474,26.534187,249.700897,-0.066591,10.197529,-0.792464,9.803188,0.354503
93.92,297.912781,26.521654,249.575729,-0.081958,10.263641,-0.82028,9.803737,0.35663
93.93,298.028961,26.508713,249.442062,-0.079743,10.351431,-0.835675,9.803658,0.359514
93.94,298.139221,26.496595,249.315613,-0.074045,10.431067,-0.853087,9.803457,0.362121
93.95,298.257324,26.483728,249.180664,-0.05683,10.522442,-0.854146,9.802848,0.365131
93.96,298.376221,26.470495,249.044846,-0.058528,10.575052,-0.865624,9.80291,0.366762
93.97,298.496552,26.457577,248.908371,-0.057988,10.650629,-0.88434,9.802894,0.369207
93.98,298.610596,26.444971,248.779572,-0.05464,10.736226,-0.890824,9.802776,0.372019
93.99,298.725647,26.432098,248.650101,-0.074354,10.811367,-0.885473,9.803476,0.37446
94,298.848877,26.418243,248.511719,-0.093024,10.904085,-0.895837,9.804138,0.377511
94.01,298.966003,26.405247,248.381165,-0.081215,10.976358,-0.914314,9.803722,0.379851
94.02,299.091522,26.391619,248.241455,-0.07523,11.066666,-0.904836,9.803513,0.382814
94.03,299.217987,26.377405,248.101273,-0.080037,11.147805,-0.90077,9.803682,0.385451
94.04,299.338287,26.36412,247.968506,-0.111454,11.231979,-0.89524,9.804793,0.388209
94.05,299.467285,26.350603,247.82634,-0.103036,11.338951,-0.87809,9.8045,0.391756
94.06,299.589325,26.337379,247.692215,-0.097577,11.409651,-0.871689,9.804312,0.394035
94.07,299.720245,26.322777,247.548889,-0.076051,11.485352,-0.846638,9.803559,0.396474
94.08,299.84494,26.309202,247.413208,-0.10426,11.561769,-0.831101,9.804554,0.39895
94.09,299.98587,26.293022,247.259918,-0.117603,11.662659,-0.835567,9.805025,0.402258
94.1,300.128479,26.277159,247.105362,-0.119117,11.765074,-0.817639,9.805077,0.405618
94.11,300.247864,26.264154,246.975983,-0.120088,11.836407,-0.813756,9.805111,0.407922
94.12,300.376129,26.25028,246.837006,-0.11364,11.906855,-0.796844,9.804884,0.410179
94.13,300.513428,26.235529,246.688858,-0.09749,11.9855,-0.767548,9.804319,0.412709
94.14,300.643463,26.220985,246.548492,-0.121705,12.056082,-0.753844,9.805176,0.414967
94.15,300.782867,26.205896,246.398254,-0.134149,12.156244,-0.730713,9.805626,0.418248
94.16,300.914459,26.191133,246.256104,-0.140361,12.216417,-0.716808,9.805854,0.420135
94.17,301.055969,26.175163,246.104156,-0.136931,12.279359,-0.709386,9.80574,0.422103
94.18,301.189728,26.159407,245.960373,-0.154289,12.383722,-0.718723,9.806346,0.425534
94.19,301.341583,26.142036,245.797867,-0.154601,12.483751,-0.701353,9.806355,0.428783
94.2,301.468689,26.127075,245.661743,-0.163401,12.566792,-0.685743,9.80666,0.431478
94.21,301.613922,26.109905,245.50618,-0.183204,12.644474,-0.66384,9.807357,0.433955
94.22,301.759918,26.093285,245.34938,-0.173993,12.749352,-0.641214,9.80704,0.437382
94.23,301.897736,26.076836,245.201202,-0.187695,12.805433,-0.643512,9.807529,0.439115
94.24,302.045593,26.059908,245.042252,-0.181488,12.874776,-0.621395,9.807321,0.441293
94.25,302.185577,26.043339,244.891891,-0.174657,12.985752,-0.609138,9.80709,0.444937
94.26,302.335205,26.025057,244.731445,-0.161729,13.060385,-0.604047,9.806642,0.447294
94.27,302.485809,26.006411,244.569794,-0.167103,13.157135,-0.583929,9.806829,0.450421
94.28,302.628357,25.988806,244.416336,-0.199196,13.224589,-0.568326,9.807949,0.452538
94.29,302.780487,25.970718,244.252121,-0.166207,13.298529,-0.556363,9.806802,0.454862
94.3,302.9245,25.952892,244.096817,-0.18162,13.40201,-0.548671,9.80734,0.458227
94.31,303.078522,25.933979,243.930405,-0.199535,13.480869,-0.524601,9.807969,0.460717
94.32,303.232971,25.914417,243.762985,-0.211047,13.546918,-0.518569,9.808374,0.462757
94.33,303.3797,25.896631,243.60408,-0.215419,13.640171,-0.485421,9.808534,0.465754
94.34,303.535858,25.87776,243.434204,-0.179234,13.736814,-0.474063,9.807283,0.468852
94.35,303.683716,25.858587,243.273819,-0.183712,13.795313,-0.461227,9.807443,0.470637
94.36,303.841797,25.838266,243.101959,-0.20484,13.871896,-0.45656,9.808181,0.473031
94.37,303.991364,25.81881,242.939285,-0.189686,13.968281,-0.445521,9.807657,0.476123
94.38,304.150757,25.797571,242.765305,-0.204806,14.023365,-0.439009,9.808183,0.477765
94.39,304.301636,25.77784,242.599808,-0.220097,14.112135,-0.437771,9.808717,0.480587
94.4,304.462219,25.756254,242.423111,-0.231415,14.213722,-0.445475,9.809116,0.483834
94.41,304.623932,25.735178,242.244949,-0.231855,14.306526,-0.453625,9.809144,0.486778
94.42,304.776581,25.714884,242.076218,-0.209049,14.402191,-0.450484,9.808366,0.489833
94.43,304.939362,25.692787,241.895508,-0.206381,14.464457,-0.47176,9.808282,0.491715
94.44,305.103088,25.670109,241.713776,-0.21324,14.57663,-0.457571,9.808525,0.495319
